汕头,#genre#
CCTV风云音乐,http://192.168.31.33:5000/ysp/cctv-fengyunyinyue
CCTV风云足球,http://192.168.31.33:5000/ysp/cctv-fengyunzuqiu
CCTV央视台球,http://192.168.31.33:5000/ysp/cctv-yangshitaiqiu
CCTV高尔夫网球,http://192.168.31.33:5000/ysp/cctv-gaoerfuwangqiu
CCTV世界地理,http://192.168.31.33:5000/ysp/cctv-shijiedili
CCTV女性时尚,http://192.168.31.33:5000/ysp/cctv-nvxingshishang
CCTV卫生健康,http://192.168.31.33:5000/ysp/cctv-weishengjiankang
CCTV央视文化精品,http://192.168.31.33:5000/ysp/cctv-wenhuajingpin
CCTV电视指南,http://192.168.31.33:5000/ysp/cctv-dianshizhinan
CGTN,http://192.168.31.33:5000/ysp/cgtn
CGTN 法语,http://192.168.31.33:5000/ysp/cgtn-french
CGTN 俄语,http://192.168.31.33:5000/ysp/cgtn-russian
CGTN 阿拉伯语,http://192.168.31.33:5000/ysp/cgtn-arabic
CGTN 西班牙语,http://192.168.31.33:5000/ysp/cgtn-spanish
CGTN 外语纪录,http://192.168.31.33:5000/ysp/cgtn-dockmentary
中国教育电视台 1,http://192.168.31.33:5000/ysp/cetv1
北京卫视,http://192.168.31.33:5000/ysp/beijing
江苏卫视,http://192.168.31.33:5000/ysp/jiangsu
东方卫视,http://192.168.31.33:5000/ysp/dongfang
浙江卫视,http://192.168.31.33:5000/ysp/zhejiang
湖南卫视,http://192.168.31.33:5000/ysp/hunan
湖北卫视,http://192.168.31.33:5000/ysp/hubei
天津卫视,http://192.168.31.33:5000/ysp/tianjin
广东卫视,http://192.168.31.33:5000/ysp/guangdong
广西卫视,http://192.168.31.33:5000/ysp/guangxi
黑龙江卫视,http://192.168.31.33:5000/ysp/heilongjiang
海南卫视,http://192.168.31.33:5000/ysp/hainan
重庆卫视,http://192.168.31.33:5000/ysp/chongqing
深圳卫视,http://192.168.31.33:5000/ysp/shenzhen
四川卫视,http://192.168.31.33:5000/ysp/sichuan
河南卫视,http://192.168.31.33:5000/ysp/henan
东南卫视,http://192.168.31.33:5000/ysp/dongnan
贵州卫视,http://192.168.31.33:5000/ysp/guizhou
江西卫视,http://192.168.31.33:5000/ysp/jiangxi
辽宁卫视,http://192.168.31.33:5000/ysp/liaoning
安徽卫视,http://192.168.31.33:5000/ysp/anhui
河北卫视,http://192.168.31.33:5000/ysp/hebei
山东卫视,http://192.168.31.33:5000/ysp/shandong
新疆卫视,http://192.168.31.33:5000/ysp/xinjiang
兵团卫视,http://192.168.31.33:5000/ysp/bingtuan
